id,Volume,DeltaPriceScaled,Zscore,SMA100,SMA200,Date
1175,1102900000,-0.004808746002982533,-0.006672435482494575,288.93336044311525,429.30477531433104,2018-10-25
1176,1161310000,0.004155838084966923,-0.09288111962917818,285.9505302429199,428.3158303070068,2018-10-26
1177,1084810000,0.0035741344244422566,0.011158316372929314,283.1786901855469,427.33984527587893,2018-10-27
1178,1139140000,0.003582500126443435,0.2688577317609206,280.52460037231447,426.2896802520752,2018-10-28
1179,1517230000,-0.033175692003206296,-3.589987955209866,278.07128036499023,425.16381019592285,2018-10-29
1180,1363500000,0.0014773446572156799,-2.524142113066466,275.41939025878906,423.6853401184082,2018-10-30
1181,1442380000,-0.0011216426713640615,-2.254214906565841,272.79838012695313,422.2094451904297,2018-10-31
1182,1336700000,0.005587139451015814,-1.33305345362343,270.26366012573243,420.68896018981934,2018-11-01
1183,1451870000,0.006918052393050567,-0.5752014744591396,267.45865020751955,419.02481002807616,2018-11-02
1184,1307150000,-0.002318576660738726,-0.6494679479654176,264.7400700378418,417.4722499847412,2018-11-03
1185,1749300000,0.030668727396639516,1.9553665720680806,262.10156021118166,415.9587099456787,2018-11-04
1186,1613510000,0.0083326223550971,2.2581739850210165,259.47976028442383,414.3721949005127,2018-11-05
1187,1856940000,0.03757426316684863,4.441075406674428,256.9016902160645,412.57820503234865,2018-11-06
1188,1927830000,-0.0071817316568892255,2.510133736038824,254.41956008911131,410.59187492370603,2018-11-07
1189,1769080000,-0.02132749513767519,1.2099133327212512,252.02058013916016,408.65081481933595,2018-11-08
1190,1554750000,-0.008006168396089296,0.7462438836950555,249.804220123291,406.6026699066162,2018-11-09
1191,1377760000,0.010705608009003794,1.0182765079681946,247.69749008178712,404.4403000640869,2018-11-10
1192,1501600000,-0.004766917492976642,0.7386523086020972,245.69661010742186,401.962174987793,2018-11-11
1193,1452380000,-0.004582744328309484,0.5419899553254509,243.62739013671876,399.9417948913574,2018-11-12
1194,1610260000,-0.013907245183271457,-0.08129958438729977,241.65904998779297,397.67983978271485,2018-11-13
1195,2595330000,-0.1052020872618074,-4.186331012046557,239.6221501159668,395.4788098907471,2018-11-14
1196,2638410000,-0.004574378626308306,-2.8853050978976262,237.36954025268554,392.9674050140381,2018-11-15
1197,2015330000,-0.023805147857077536,-2.731136972233661,235.37545028686523,390.4270301055908,2018-11-16
1198,1832800000,-0.00568759173535057,-2.1888219592319915,233.5610902404785,387.9532950592041,2018-11-17
1199,1810920000,0.012103446567047973,-1.590554582924356,231.64522018432618,385.4552352142334,2018-11-18
1200,2745160000,-0.11720093062368032,-3.014409935683266,230.07413024902343,382.9048252868652,2018-11-19
1201,3134410000,-0.07730809079609298,-3.106110308205213,228.34476028442384,379.75298515319827,2018-11-20
1202,2685930000,0.023265272706558763,-2.0343580684955267,226.45245025634765,376.47656005859375,2018-11-21
1203,1792150000,-0.04229095451765789,-2.0400802507470055,224.95451034545897,373.0794651031494,2018-11-22
1204,1998010000,-0.013070227960909309,-1.794472388257944,223.432250289917,369.7514402389526,2018-11-23
1205,1800960000,-0.041056311008957305,-1.8224870055160376,221.84157012939454,366.5992953491211,2018-11-24
1206,2466750000,0.013911428034272045,-1.458821791452185,220.09605026245117,363.402480392456,2018-11-25
1207,2139490000,-0.03351469451521587,-1.5316289758239898,218.1032601928711,360.22335525512693,2018-11-26
1208,2320010000,0.008776260002442018,-1.305750241912065,216.2284900665283,357.128645362854,2018-11-27
1209,2673470000,0.05122625864860322,-0.7421551802340023,214.32024993896485,354.28076538085935,2018-11-28
1210,2196099151,-0.02167448018976222,-0.8170979949185183,212.80147994995116,351.4627155303955,2018-11-29
1211,2020748396,-0.019070384035532906,-0.8890919799779969,211.15746643066407,348.38294891357424,2018-11-30
1212,2131475768,0.021920981027354184,-0.5256124224301654,209.57577056884764,345.2960609436035,2018-12-01
1213,1856199149,-0.007864941297038873,-0.5392937515710436,207.99108612060547,342.3448838806152,2018-12-02
1214,1772756193,-0.03119503222902661,-1.1800249051679896,206.32530502319335,339.39157844543456,2018-12-03
1215,1748116495,0.005905355428663679,-1.0601334419583728,204.61809524536133,336.57291862487796,2018-12-04
1216,1990157607,-0.03289512168456373,-1.9427613437245694,202.96826721191405,333.65215454101565,2018-12-05
1217,2310716932,-0.0447373156799566,-3.600919367900813,201.13699279785158,330.68188217163083,2018-12-06
1218,2554304530,0.0068834400992747,-2.402277071988344,199.0896134185791,327.5638423538208,2018-12-07
1219,1855759401,-0.0052332894144621655,-2.073611114540819,197.12943893432617,324.5342052459717,2018-12-08
1220,1875567180,0.013001705836884392,-1.3829444256128571,195.2099851989746,321.7562982940674,2018-12-09
1221,1756437577,-0.013838276037002202,-1.529213274092338,193.331365814209,319.31408348083494,2018-12-10
1222,1707497898,-0.011022131688155239,-1.5671872035504715,191.29481231689454,316.7637367248535,2018-12-11
1223,1533050103,0.008297467248595968,-1.1928894664498078,189.24055534362793,314.27479320526123,2018-12-12
1224,1754475622,-0.017225714814112825,-1.4234804401413907,187.2538983154297,311.79135955810546,2018-12-13
1225,1651491877,-0.009718167801421991,-1.450067253065934,185.2620615386963,309.3607159805298,2018-12-14
1226,1496176898,0.0006743011254232023,-1.2423394617074923,183.781834564209,307.2020774078369,2018-12-15
1227,1565817037,0.003317543656192382,-1.052904102762508,182.32409271240235,304.79734146118165,2018-12-16
1228,2101453024,0.04081239651435044,0.23020957405195838,181.00468368530272,302.42570182800296,2018-12-17
1229,2277514076,0.025129387395607532,1.281410256089632,179.97651191711427,300.01314586639404,2018-12-18
1230,2456482115,-0.0017379586256645943,1.7693140811498105,179.01839653015136,297.61849300384523,2018-12-19
1231,3063842618,0.063306396198625,4.671602815498227,178.06029235839844,295.16579597473145,2018-12-20
1232,2632539990,-0.026530387039522384,1.960482548077854,177.37180114746093,292.65523544311526,2018-12-21
1233,2338772939,0.03056648702332741,2.4095551539331894,176.6334535217285,290.2377916717529,2018-12-22
1234,3579715061,0.05646337968230257,3.183869889118031,175.68750846862793,287.77507427215573,2018-12-23
1235,4370343387,0.04016213879964054,2.959085014375283,174.87767112731933,285.3932804489136,2018-12-24
1236,3298280609,-0.046677998893428364,1.5846298145444455,174.04931114196776,283.06853542327883,2018-12-25
1237,2720469126,0.008273232256920799,1.4551496625868523,173.14186454772948,280.7123720169067,2018-12-26
1238,2612804378,-0.06423230698728975,0.44451656545281804,172.48177085876466,278.38389011383055,2018-12-27
1239,3130201009,0.08683691274687762,1.5047573685816202,171.54777992248535,276.33437465667726,2018-12-28
1240,3169029972,-0.001885156664692957,1.3339178541558199,170.82456016540527,274.3561897659302,2018-12-29
1241,2660086834,0.009341232258964329,1.2983219946546178,169.95883354187012,272.5620665359497,2018-12-30
1242,2358360234,-0.027884864439865802,0.7643675809434648,168.89158805847168,270.8738938522339,2018-12-31
1243,2258709868,0.030975384656255222,1.2106722317274192,167.82047065734864,268.9420251083374,2019-01-01
1244,3328240369,0.056617410775637235,2.2362043222804098,166.78536476135253,267.191102180481,2019-01-02
1245,2676164880,-0.025366341115266856,1.4906760192838087,166.04854164123535,265.46813060760496,2019-01-03
1246,3126192535,0.023725833338867894,1.738687851507432,165.35484169006347,263.71156566619874,2019-01-04
1247,3338211928,0.005445624980522602,1.6785776049474677,164.74219108581542,261.8900204086304,2019-01-05
1248,3231294371,0.00812743914494607,1.692767957045758,164.013637008667,259.97842853546143,2019-01-06
1249,2712108388,-0.025572418369906563,0.8972679645071531,163.3670790863037,258.08581951141355,2019-01-07
1250,2459808140,-0.006729345145619412,0.6906339898131088,162.56772132873536,256.20748058319094,2019-01-08
1251,2369241197,0.001039709880009012,0.6230065721096752,161.74283760070801,254.63019382476807,2019-01-09
1252,3397734456,-0.09298701285431622,-1.5021172112852792,160.94318870544433,253.01160945892335,2019-01-10
1253,2667585234,-0.001111744321668011,-2.0484452996192393,159.95763053894044,251.36637538909912,2019-01-11
1254,2212109224,-0.006535337491576824,-1.9316209694400994,159.0282238006592,249.70256702423094,2019-01-12
1255,2268263944,-0.03770578349716486,-2.4921335388632038,158.06570907592774,248.16853965759276,2019-01-13
1256,2798085735,0.05059691518889627,-1.0438792136257469,156.95867713928223,246.54120372772218,2019-01-14
1257,2735449164,-0.029881840525963817,-1.527208652632518,155.99816444396973,245.07472240447999,2019-01-15
1258,2746469340,0.007273051915375368,-1.2217493574663199,154.95730155944824,243.504840965271,2019-01-16
1259,2594091285,0.0007046986380381701,-1.0439061228748956,153.90022216796876,241.8466763305664,2019-01-17
1260,2305389800,-0.011067185144352423,-1.0933814761873124,152.8578214263916,240.19579593658446,2019-01-18
1261,3048261797,0.012156163261719519,-0.7057233432460304,151.81023406982422,238.4241123199463,2019-01-19
